Id,SalePrice
1461,108259.79068429711
1462,134957.32405201043
1463,155066.84730764126
1464,175549.59418160096
1465,170470.86021087746
1466,153844.53526825955
1467,147417.9506294033
1468,151155.78752811503
1469,167472.6285096704
1470,103191.60543551954
1471,145559.48558417725
1472,92350.56938665484
1473,87480.5031999059
1474,124680.69019983304
1475,109957.63623692107
1476,315262.97805954306
1477,221047.02286803536
1478,251648.74888250785
1479,250851.10292132053
1480,402575.38255161885
1481,282926.7266546931
1482,188317.84154444284
1483,158452.22856300292
1484,144397.21470285914
1485,167958.31775794033
1486,174118.6397441446
1487,284909.6840575054
1488,205724.95974536508
1489,178670.53164671978
1490,199866.39849028087
1491,171270.24880332034
1492,81668.76642432631
1493,146964.0592499937
1494,244441.73518802598
1495,230714.62348683938
1496,189378.1955096067
1497,158214.34856174496
1498,166754.1551545661
1499,145535.07365675515
1500,143390.48567886607
1501,153883.54309910096
1502,136807.42938250626
1503,240650.11708368902
1504,210204.67478373973
1505,194896.68518966032
1506,164750.9406741502
1507,203004.18920488935
1508,176781.95426532457
1509,143785.90098042067
1510,129071.21824136403
1511,139140.80621781418
1512,140532.4605246133
1513,128044.0215801341
1514,123109.4884830753
1515,160438.3654871705
1516,133703.27063823876
1517,151730.44345560533
1518,112225.31258600278
1519,170778.36024996746
1520,110910.85205492348
1521,115484.7877531053
1522,150888.48877866665
1523,106153.85315203224
1524,111573.60560875376
1525,108455.65488582366
1526,102932.19615839445
1527,98498.23920792554
1528,121022.52007345899
1529,142556.26238500985
1530,165093.2901773466
1531,89125.08724973694
1532,82228.11003529756
1533,128428.90745057391
1534,108372.79764196815
1535,121635.4866262687
1536,95037.38376916261
1537,53896.39425933577
1538,135595.78229103674
1539,159417.1223582822
1540,70413.42123581898
1541,131934.9200681689
1542,121616.89087427988
1543,167765.47360558974
1544,77693.2153004069
1545,105584.24867844695
1546,122902.6764930256
1547,115201.48656615229
1548,120386.68448939553
1549,110655.78170590795
1550,117262.62703830865
1551,85669.15598853667
1552,114748.7800457594
1553,131626.42988614182
1554,113519.25436436824
1555,141894.79992451734
1556,75419.64369226986
1557,91382.4935051241
1558,96124.42286573212
1559,59812.443303484484
1560,103541.62509765955
1561,102240.48421005001
1562,121773.89919447937
1563,109410.40238860437
1564,129129.73609455653
1565,126459.10918532785
1566,197840.60594106806
1567,73760.85292800405
1568,201188.66597112326
1569,123123.5699254098
1570,120052.62299339891
1571,107747.27009243064
1572,121329.58687597305
1573,179810.6711477355
1574,109233.84508472096
1575,190155.9702116763
1576,200237.605867606
1577,162930.00829334956
1578,128823.44187977535
1579,123218.164552113
1580,171161.73592840988
1581,140212.55938677935
1582,111469.38211028547
1583,236402.11756526178
1584,188797.74208800314
1585,122586.14151811789
1586,71983.50185781061
1587,96189.44025725806
1588,127312.50964999679
1589,90647.65685463455
1590,117927.28913399913
1591,90104.15092852892
1592,103722.47055563676
1593,109217.85359159546
1594,102809.64033337367
1595,98514.8323064223
1596,183496.18600676846
1597,163951.34920103764
1598,202684.77284057243
1599,142562.84035057062
1600,135156.16042516212
1601,63821.942510187015
1602,106301.24385794387
1603,64714.097881751855
1604,215715.31932570733
1605,200147.638815958
1606,140481.22653147252
1607,155990.38890256826
1608,191541.2319695128
1609,160003.59272308167
1610,139443.66403643004
1611,124356.21309312625
1612,149446.97085165334
1613,150261.04803591812
1614,100928.26347231849
1615,80173.0781091741
1616,72226.12570591155
1617,81557.42391008613
1618,125415.03453163468
1619,130067.88325921206
1620,135196.49005488923
1621,121448.53485997765
1622,120740.81421452184
1623,204980.37131384524
1624,171776.25745086718
1625,106498.30666046611
1626,140222.43228021194
1627,164959.66298863263
1628,227574.24153393036
1629,157190.32576945343
1630,274633.98308298585
1631,197135.7172703955
1632,202147.30750987594
1633,152174.4952929505
1634,160461.09207886277
1635,149579.56308471807
1636,136462.88691757503
1637,178248.93164299574
1638,148901.1588315902
1639,160033.11455853088
1640,204637.33118631
1641,153766.03978331288
1642,209088.9536904098
1643,179177.9925345723
1644,204926.47299355236
1645,166125.75349703664
1646,137485.9998222978
1647,136401.4090261884
1648,116214.28086234565
1649,124463.43412239867
1650,97964.99692716697
1651,109720.68311894791
1652,91609.38497226531
1653,95686.1497633637
1654,121519.27844282216
1655,117838.71620879511
1656,122673.69380243568
1657,126468.39211588936
1658,126252.37678285243
1659,111902.49091760942
1660,137438.6963056869
1661,351925.80268904264
1662,322392.1359548712
1663,301826.58397434774
1664,371118.9930936985
1665,265240.3463841306
1666,264970.6394511271
1667,311801.6128364584
1668,280287.43923725095
1669,242882.26649313731
1670,272194.9740439309
1671,215863.05059481724
1672,328263.6588335963
1673,248904.31711807085
1674,209898.92149090773
1675,166511.73070373014
1676,163998.3870470383
1677,187370.9450404973
1678,366207.54422032676
1679,317264.63264996035
1680,269899.62012856174
1681,212776.72733630936
1682,255384.83876232404
1683,167469.53532479698
1684,154121.5306417559
1685,154061.51302741468
1686,150494.2999128624
1687,154643.3135396823
1688,168070.81203778338
1689,168497.4147636877
1690,169007.30096534445
1691,163283.60346182095
1692,213949.99837638883
1693,146373.56472925912
1694,157959.79192280144
1695,149992.12990324874
1696,210110.38581294238
1697,157086.0737083408
1698,264304.39671957603
1699,262272.546154822
1700,206712.74663637098
1701,219925.32297051573
1702,207669.28499160954
1703,207613.831658722
1704,220843.31240484086
1705,198372.21096814817
1706,337220.45164703304
1707,186161.0304118337
1708,177929.1855494524
1709,230987.80665852234
1710,200849.62921481594
1711,228636.49444433313
1712,224151.96215217223
1713,220529.35701059236
1714,182609.1550238888
1715,179089.374794985
1716,167042.7241313517
1717,157996.19721071297
1718,129315.16924777966
1719,186830.13835267178
1720,192773.77007074413
1721,143892.85620354852
1722,115642.25887657316
1723,132170.5074436339
1724,177546.32583079257
1725,200036.72884372133
1726,159282.98613669546
